"data","TCI","W"
2025-09-08,27.1778233227935,"W = 200"
2025-09-09,27.8989544677223,"W = 200"
2025-09-10,27.9898555214033,"W = 200"
2025-09-11,28.3139233806994,"W = 200"
2025-09-12,28.3731401109868,"W = 200"
2025-09-15,27.8462050128228,"W = 200"
2025-09-16,27.8639260891583,"W = 200"
2025-09-17,27.866101553015,"W = 200"
2025-09-18,27.951805856533,"W = 200"
2025-09-19,27.9156508286431,"W = 200"
2025-09-22,28.1181931631417,"W = 200"
2025-09-23,28.1275896509564,"W = 200"
2025-09-24,28.1842771716742,"W = 200"
2025-09-25,27.1938377550579,"W = 200"
2025-09-26,27.3685020586502,"W = 200"
2025-09-29,27.2834842305105,"W = 200"
2025-09-30,27.1409339401328,"W = 200"
2025-10-01,27.2903858004631,"W = 200"
2025-10-02,27.8619842891951,"W = 200"
2025-10-03,28.2229091132308,"W = 200"
2025-10-06,28.5073764683539,"W = 200"
2025-10-07,28.4526732262278,"W = 200"
2025-10-08,28.4501136934773,"W = 200"
2025-10-09,28.6102144509157,"W = 200"
2025-10-10,28.389257489806,"W = 200"
2025-10-13,28.2747058241982,"W = 200"
2025-10-14,29.0905302280084,"W = 200"
2025-10-15,29.2479306729574,"W = 200"
2025-10-16,29.0710859572309,"W = 200"
2025-10-17,29.0912047109305,"W = 200"
2025-10-20,28.6103464964432,"W = 200"
2025-10-21,28.4745390978114,"W = 200"
2025-10-22,28.7609337037568,"W = 200"
2025-10-23,28.960046220636,"W = 200"
2025-10-24,29.0288296418286,"W = 200"
2025-10-27,28.9756496556719,"W = 200"
2025-10-28,29.3779466582275,"W = 200"
2025-10-29,28.9503604217632,"W = 200"
2025-10-30,28.6325612283202,"W = 200"
2025-10-31,28.5595443641834,"W = 200"
2025-11-03,28.4705105818927,"W = 200"
2025-11-04,28.2859368302663,"W = 200"
2025-11-05,28.1534468037761,"W = 200"
2025-11-06,28.0648009100729,"W = 200"
2025-11-07,27.9937962311347,"W = 200"
2025-11-10,28.1407750629319,"W = 200"
2025-11-11,28.6402926056257,"W = 200"
2025-11-12,28.7207288544477,"W = 200"
2025-11-13,29.0363780638689,"W = 200"
2025-11-14,28.5581165240598,"W = 200"
2025-11-17,28.239216048121,"W = 200"
2025-11-18,28.3274906176646,"W = 200"
2025-11-19,28.6366752066109,"W = 200"
2025-11-21,28.6654535307974,"W = 200"
2025-11-24,28.4573547809946,"W = 200"
2025-11-25,28.5303758860079,"W = 200"
2025-11-26,28.6686501987193,"W = 200"
2025-11-27,29.4003565951592,"W = 200"
2025-11-28,29.2840840730226,"W = 200"
2025-12-01,29.5765678030641,"W = 200"
2025-12-02,30.4028935525702,"W = 200"
2025-12-03,30.2118434068498,"W = 200"
2025-12-04,30.3104149366398,"W = 200"
2025-12-05,30.7808655784087,"W = 200"
2025-12-08,31.0577018967464,"W = 200"
2025-12-09,31.4112698580963,"W = 200"
2025-12-10,31.5301273201276,"W = 200"
2025-12-11,31.5674628678085,"W = 200"
2025-12-12,31.5847696219501,"W = 200"
2025-12-15,31.5373614693235,"W = 200"
2025-12-16,31.5083944495314,"W = 200"
2025-12-17,31.49672390384,"W = 200"
2025-12-18,30.9185487515504,"W = 200"
2025-12-19,30.9229689210268,"W = 200"
2025-12-22,31.0842870027812,"W = 200"
2025-12-23,31.0460730775049,"W = 200"
2025-12-26,31.1993443423599,"W = 200"
2025-12-29,31.233607662493,"W = 200"
2025-12-30,30.8224890527351,"W = 200"
2020-01-02,32.4718995790603,"W = 250"
2020-01-03,32.6275690502442,"W = 250"
2020-01-06,32.2386626905602,"W = 250"
2020-01-07,32.2863148298525,"W = 250"
2020-01-08,30.4774202216614,"W = 250"
2020-01-09,29.7699097230145,"W = 250"
2020-01-10,29.5281922367063,"W = 250"
2020-01-13,29.5185393122138,"W = 250"
2020-01-14,29.8327057894136,"W = 250"
2020-01-15,29.8899851392568,"W = 250"
2020-01-16,30.0219946727366,"W = 250"
2020-01-17,30.1449799382598,"W = 250"
2020-01-20,30.1678860530866,"W = 250"
2020-01-21,30.3624070682067,"W = 250"
2020-01-22,30.5298776409531,"W = 250"
2020-01-23,30.4708447856925,"W = 250"
2020-01-24,30.4390848524834,"W = 250"
2020-01-27,30.5839612249888,"W = 250"
2020-01-28,30.5792577939387,"W = 250"
2020-01-29,30.4009872192857,"W = 250"
2020-01-30,30.5059035734079,"W = 250"
2020-01-31,30.7497951262678,"W = 250"
2020-02-03,30.8664415179562,"W = 250"
2020-02-04,30.3161674550429,"W = 250"
2020-02-05,30.5760442743515,"W = 250"
2020-02-06,30.5980340814546,"W = 250"
2020-02-07,30.2493494172328,"W = 250"
2020-02-10,30.343372392669,"W = 250"
2020-02-11,29.8424536870985,"W = 250"
2020-02-12,29.9370580298634,"W = 250"
2020-02-13,29.9671735920591,"W = 250"
2020-02-14,30.0512533657707,"W = 250"
2020-02-17,30.6533770878391,"W = 250"
2020-02-18,30.531805915597,"W = 250"
2020-02-19,30.4982415210597,"W = 250"
2020-02-20,30.488431179782,"W = 250"
2020-02-21,30.3043289777104,"W = 250"
2020-02-26,32.7658242346708,"W = 250"
2020-02-27,33.7521122488063,"W = 250"
2020-02-28,34.3430636526812,"W = 250"
2020-03-02,34.3767425524713,"W = 250"
2020-03-03,34.7818841218283,"W = 250"
2020-03-04,35.071125072037,"W = 250"
2020-03-05,35.9453569377743,"W = 250"
2020-03-06,37.6698205231303,"W = 250"
2020-03-09,42.8526864019698,"W = 250"
2020-03-10,44.6073274619533,"W = 250"
2020-03-11,47.5576608360392,"W = 250"
2020-03-12,54.0906609282543,"W = 250"
2020-03-13,60.0035882780319,"W = 250"
2020-03-16,61.1236136424999,"W = 250"
2020-03-17,58.2883177084774,"W = 250"
2020-03-18,60.7111411058109,"W = 250"
2020-03-19,61.1777100148129,"W = 250"
2020-03-20,60.8286452417118,"W = 250"
2020-03-23,60.030107044919,"W = 250"
2020-03-24,61.257957812599,"W = 250"
2020-03-25,62.2955092932183,"W = 250"
2020-03-26,61.7901150415406,"W = 250"
2020-03-27,62.0183400627234,"W = 250"
2020-03-30,61.4887201954371,"W = 250"
2020-03-31,61.2725779131698,"W = 250"
2020-04-01,61.5602745589482,"W = 250"
2020-04-02,61.1353841357465,"W = 250"
2020-04-03,61.5277150103457,"W = 250"
2020-04-06,62.6312918192759,"W = 250"
2020-04-07,63.2892256668872,"W = 250"
2020-04-08,62.3695400685889,"W = 250"
2020-04-09,62.4302810074284,"W = 250"
2020-04-13,62.4326925574126,"W = 250"
2020-04-14,62.5644359815488,"W = 250"
2020-04-15,62.8163433570906,"W = 250"
2020-04-16,62.7770134242113,"W = 250"
2020-04-17,62.9616495749409,"W = 250"
2020-04-20,63.1950070039666,"W = 250"
2020-04-22,63.0373923109717,"W = 250"
2020-04-23,63.2867140398677,"W = 250"
2020-04-24,64.3874441052928,"W = 250"
2020-04-27,64.3238356742029,"W = 250"
2020-04-28,66.4050871806038,"W = 250"
2020-04-29,66.2052641394358,"W = 250"
2020-04-30,66.4972189411705,"W = 250"
2020-05-04,66.1513856246605,"W = 250"
2020-05-05,66.169591375824,"W = 250"
2020-05-06,66.072194158002,"W = 250"
2020-05-07,66.0078368112938,"W = 250"
2020-05-08,66.4556255288924,"W = 250"
2020-05-11,66.7774372933394,"W = 250"
2020-05-12,66.4805866475995,"W = 250"
2020-05-13,66.5813413028162,"W = 250"
2020-05-14,66.9094586530283,"W = 250"
2020-05-15,66.8132836305369,"W = 250"
2020-05-18,66.9751830273764,"W = 250"
2020-05-19,66.8602833878167,"W = 250"
2020-05-20,66.833164992981,"W = 250"
2020-05-21,66.8292515346769,"W = 250"
2020-05-22,66.8662106860243,"W = 250"
2020-05-25,67.4931771446719,"W = 250"
2020-05-26,67.4687516127134,"W = 250"
2020-05-27,67.1706915525602,"W = 250"
2020-05-28,67.3408465654717,"W = 250"
2020-05-29,67.5003782476675,"W = 250"
2020-06-01,67.6575338157046,"W = 250"
2020-06-02,67.6476599174072,"W = 250"
2020-06-03,68.1378735506073,"W = 250"
2020-06-04,68.1343659054423,"W = 250"
2020-06-05,68.7529717830982,"W = 250"
2020-06-08,68.536573790752,"W = 250"
2020-06-09,68.6916062727489,"W = 250"
2020-06-10,68.596349030065,"W = 250"
2020-06-12,68.7059403061832,"W = 250"
2020-06-15,68.9381190178492,"W = 250"
2020-06-16,69.0400418632439,"W = 250"
2020-06-17,68.8231175810929,"W = 250"
2020-06-18,68.9823579782158,"W = 250"
2020-06-19,69.1336213233872,"W = 250"
2020-06-22,69.1968167167341,"W = 250"
2020-06-23,69.2077457318046,"W = 250"
2020-06-24,69.275622473608,"W = 250"
2020-06-25,69.2269491513522,"W = 250"
2020-06-26,69.2173373861052,"W = 250"
2020-06-29,69.3186142876443,"W = 250"
2020-06-30,69.3264840761454,"W = 250"
2020-07-01,69.2468267310106,"W = 250"
2020-07-02,69.3832339661994,"W = 250"
2020-07-03,69.4093678862369,"W = 250"
2020-07-06,69.4477741563067,"W = 250"
2020-07-07,69.4903948537874,"W = 250"
2020-07-08,69.6009737819528,"W = 250"
2020-07-09,69.4829363783531,"W = 250"
2020-07-10,69.5504986440022,"W = 250"
2020-07-13,69.5028165696657,"W = 250"
2020-07-14,69.7045201854647,"W = 250"
2020-07-15,69.7587304184625,"W = 250"
2020-07-16,69.8883065661145,"W = 250"
2020-07-17,69.914371285323,"W = 250"
2020-07-20,69.8153607367034,"W = 250"
2020-07-21,69.9194327346454,"W = 250"
2020-07-22,69.9136787944277,"W = 250"
2020-07-23,69.703484918443,"W = 250"
2020-07-24,69.7909154645669,"W = 250"
2020-07-27,69.9184260160633,"W = 250"
2020-07-28,69.7171784093029,"W = 250"
2020-07-29,69.677816659991,"W = 250"
2020-07-30,69.7084672977133,"W = 250"
2020-07-31,69.6534070087227,"W = 250"
2020-08-03,69.7651006694231,"W = 250"
2020-08-04,69.7956386176406,"W = 250"
2020-08-05,69.5159003328128,"W = 250"
2020-08-06,69.5229387255929,"W = 250"
2020-08-07,69.560392605758,"W = 250"
2020-08-10,69.4381692705707,"W = 250"
2020-08-11,69.6003065582561,"W = 250"
