"data","ITUB4","BBDC4","BBAS3","SANB11","BPAC11","BRSR6","ABCB4"
2017-08-07,-2.92356955909018,-2.92990346838482,-2.73753067739289,-2.69067723121547,-1.94579740203094,-2.52295915533956,-2.55825863393981
2017-08-08,-2.89654288575293,-2.89049465120555,-2.71171459734655,-2.59469628652225,-1.94488469596772,-2.5234602968068,-2.5653201018232
2017-08-09,-2.89368039217883,-2.89547784680642,-2.71334726078075,-2.59548106658702,-1.94388562172293,-2.5364434488227,-2.57382976242717
2017-08-10,-2.96470978993978,-2.91615535530357,-2.74518620285519,-2.58846723258348,-1.9427784076499,-2.53390872867872,-2.60205942750348
2017-08-11,-2.94943611371899,-2.91107564119,-2.73463047557136,-2.54296420914281,-1.94153579391668,-2.48840262450732,-2.56508636524117
2017-08-14,-2.96011523671012,-2.90087429309177,-2.68679417492662,-2.52408765915006,-1.94012364904109,-2.44765483305761,-2.55801539387007
2017-08-15,-2.9496882991982,-2.89614347869984,-2.67368665504352,-2.50264355707628,-1.93849923767401,-2.43064055596981,-2.55416200897035
2017-08-16,-2.922771284024,-2.89311978601681,-2.64619958180999,-2.48648509895684,-1.93660905188492,-2.41645924599124,-2.58517987915402
2017-08-17,-2.92647302876758,-2.90292571899662,-2.63558756542565,-2.49404643418246,-1.9343860963965,-2.37715539878883,-2.58450849042533
2017-08-18,-2.92388898776358,-2.91272565132637,-2.62599917335864,-2.48157924009418,-1.93174648626391,-2.35039120366893,-2.53747433164542
2017-08-21,-2.91344044708178,-2.91312387318128,-2.63639707364759,-2.4740038111375,-1.9285851601987,-2.35713293747731,-2.55908519453246
2017-08-22,-2.89187203137536,-2.89929272975764,-2.54093690623213,-2.4911324196921,-1.92477054580899,-2.32367280847832,-2.54218777224113
2017-08-23,-2.89408641559527,-2.89398430989438,-2.53818321370839,-2.48324601420049,-1.92013875479376,-2.32941112422576,-2.56068710408278
2017-08-24,-2.89656722846923,-2.923849384762,-2.54917424970762,-2.48786930043145,-1.91448742832315,-2.34641634893125,-2.56730041473988
2017-08-25,-2.90688466527201,-2.96431083789574,-2.55528005151136,-2.48295710126339,-1.90754456255652,-2.33245846497807,-2.58491407903772
2017-08-28,-2.91939023555693,-2.93486579580177,-2.54898293244785,-2.5076938699531,-1.8988403157495,-2.33654331779035,-2.57979296512079
2017-08-29,-2.90278522844425,-2.92219202041156,-2.53528985142527,-2.49964831609084,-1.88803489350389,-2.33351781468172,-2.56284929217438
2017-08-30,-2.97434982448721,-2.90985371021995,-2.53935834425785,-2.49491036557329,-1.87915507709443,-2.32403586494341,-2.60037149329918
2017-08-31,-2.99249068897013,-2.90456706001531,-2.55786183785505,-2.49590630044333,-1.88042939645377,-2.24773861794221,-2.60383256799936
2017-09-01,-2.96879860012405,-2.87495421673457,-2.55187997907775,-2.5080578970958,-1.7768016782322,-2.23496406008835,-2.59818792319828
2017-09-04,-2.96005224987602,-2.86774674020277,-2.55272493750384,-2.49250294607699,-1.74254304761898,-2.21381470428068,-2.58244304515198
2017-09-05,-2.8908338612276,-2.75383540102949,-2.47719981580688,-2.46066509714252,-1.73002610924296,-2.18036171414187,-2.51320340369076
2017-09-06,-2.88333533093569,-2.77745991373347,-2.4927147704078,-2.52917514495612,-1.72438158944045,-2.17634912824375,-2.48708620033411
2017-09-07,-2.85915522617847,-2.78074497465798,-2.50824642327415,-2.50613571276233,-1.71662375177156,-2.18573165058257,-2.46485405143991
2017-09-08,-2.86024233758331,-2.79497936037122,-2.52438659972754,-2.51065192394352,-1.70717361552415,-2.20656567067202,-2.45127876789747
2017-09-11,-2.85317096697927,-2.76218166086995,-2.52701505209964,-2.54681830566483,-1.72177287330417,-2.22814938878126,-2.48047192618932
2017-09-12,-2.84927567060111,-2.74367979166984,-2.53924686159273,-2.55474445380075,-1.72770163240307,-2.24900507435454,-2.45656110706725
2017-09-13,-2.84614858540046,-2.74245166616705,-2.51790625819385,-2.57478229903617,-1.71201685628807,-2.26087494976404,-2.39639609013662
2017-09-14,-2.854903547698,-2.74608563749624,-2.50244153068502,-2.53894413006377,-1.70924126341226,-2.26353978682797,-2.39714915918739
2017-09-15,-2.83629335967121,-2.73593264075344,-2.49882987717516,-2.53058920631251,-1.70396825797208,-2.29440443141514,-2.38855380422033
2017-09-18,-2.84145905915728,-2.73110246167881,-2.51055069298463,-2.53355102491958,-1.69445639941894,-2.31050892517386,-2.44251650904886
2017-09-19,-2.83308448319139,-2.72440070401354,-2.50760977534624,-2.54257066295366,-1.76228115804311,-2.35024569306575,-2.41842743861177
2017-09-20,-2.81661243975427,-2.68727124262467,-2.59653939596694,-2.50598589571324,-1.85799363272456,-2.34770262524397,-2.40891909896152
2017-09-21,-2.80525650204865,-2.68056845308554,-2.56998467742087,-2.50041148993368,-1.86405800634178,-2.33626993267517,-2.40640926665316
2017-09-22,-2.79484840342492,-2.67310462903213,-2.56506462260011,-2.49063256293469,-1.90660186009332,-2.31078674282645,-2.40290202780874
2017-09-25,-2.78215848328133,-2.65160890616034,-2.55583475864402,-2.49525454618359,-1.90509033569708,-2.33537278529494,-2.40169586617225
2017-09-26,-2.77047152826121,-2.65885986186383,-2.56104937420448,-2.49332215204661,-1.94798426946636,-2.33406882767213,-2.40524378873623
2017-09-27,-2.76853225111039,-2.65108458607999,-2.53709574477735,-2.49500085846048,-1.94688191907636,-2.31577441845899,-2.38614636592374
2017-09-28,-2.77226848557249,-2.65408204719937,-2.54051958778275,-2.49599138458428,-1.9790675362153,-2.33460279414075,-2.39077648877609
2017-09-29,-2.76603330472693,-2.65719240218848,-2.55750635490235,-2.49219504675878,-1.98191909209498,-2.41946386687092,-2.39836041559751
2017-10-02,-2.7764654877049,-2.66943128439482,-2.56089574300533,-2.49660238024447,-2.12548955182365,-2.4131337270677,-2.379154231913
2017-10-03,-2.75043143657531,-2.58703478072378,-2.55123717248883,-2.49966868374902,-2.21580868028212,-2.43256220074882,-2.3678096128056
2017-10-04,-2.8090927779412,-2.65924741978909,-2.65370384887423,-2.52705721932993,-2.20905313275711,-1.85833091338653,-2.40902406879659
2017-10-05,-2.8018423456247,-2.65083034973892,-2.62416029481137,-2.50367593087322,-2.20756872498418,-1.83683204093186,-2.41739165840151
2017-10-06,-2.81592337408824,-2.65254206626148,-2.61573815568633,-2.50611380810931,-2.211315703188,-1.82644108315924,-2.40874961109951
2017-10-09,-2.81491399556906,-2.64776571959271,-2.58964773320638,-2.49717592936973,-2.23758294675424,-1.81474347402487,-2.41182727021183
2017-10-10,-2.81497917240703,-2.67161896449653,-2.5968159821539,-2.50187281169385,-2.27760571670292,-1.81736872245762,-2.41300261257062
2017-10-11,-2.82635595211115,-2.68642562855423,-2.61545208863426,-2.48367847776933,-2.31336426503228,-1.81672760705575,-2.43750965794219
