"data","ITUB4","BBDC4","BBAS3","SANB11","BPAC11","BRSR6","ABCB4"
2017-10-03,24.0238737376239,13.4610904742651,-2.12263890421718,-4.58828404247291,-1.60853177640208,-15.8541570006267,-13.3113524881703
2017-10-04,23.7280115768713,13.3832906974672,-2.06049116137633,-4.50772353603113,-1.57105651750919,-15.7299647581335,-13.2420663012884
2017-10-05,23.5200375767663,13.3123861747844,-2.31673474170636,-4.43213201625978,-1.53463975906112,-15.3944831483078,-13.1544340862157
2017-10-06,23.6855509808021,12.0151688391697,-2.0735171795455,-4.20224756224617,-1.38147523919273,-15.0998638343506,-12.9436160046369
2017-10-09,21.8543642538356,12.802806556342,-1.77102664187966,-3.92754324402858,-1.30781228970879,-14.916709874962,-12.7340787595986
2017-10-10,20.424341357329,10.9449812022846,-1.81390044300185,-2.55278505824286,-0.155764738434399,-13.2313144166185,-13.615557903316
2017-10-11,20.7305801880051,11.099788553463,-1.59838494884561,-3.58160384969839,0.0111495557198751,-13.2320637126595,-13.4294657859845
2017-10-13,21.3166488324202,11.4883514949238,-3.8551198593014,-2.55265914311977,0.157070485301318,-13.1080377171539,-13.4462540930703
2017-10-16,21.2960448970204,10.9865111860738,-4.82848353311755,-2.07003094948504,0.585305832703298,-12.6122778796105,-13.3570695535844
2017-10-17,21.285674003738,11.7140734467821,-3.86454186607588,-3.36369943745706,0.536942555010633,-12.9403583322342,-13.3680903697636
2017-10-18,21.6109705862857,11.5890971658085,-3.5362780027486,-3.5987939764908,0.184822803354393,-13.0981014243986,-13.1517171518107
2017-10-19,21.2409868931127,11.4566562143895,-3.55100918321352,-3.50498456408472,0.821025885783463,-12.8496081630043,-13.6130670829832
2017-10-20,21.6048075181356,12.050768961781,-1.74732004884334,-4.20013667121766,-0.812478003530053,-14.9944291149167,-11.9012126414088
2017-10-23,21.1128366023619,12.1686994101441,-5.58152316935768,-2.84436200016818,1.48997221582337,-13.9431350460438,-12.4024880127597
2017-10-24,21.1674745001912,12.0966830742501,-5.58821522350457,-3.70182491570738,2.24155764656984,-13.4677639932444,-12.7479110885548
2017-10-25,21.390549674069,12.2436809604414,-6.79628856993828,-3.27994111769114,3.07935051465947,-13.7503205534466,-12.8870309080939
2017-10-26,21.3871941033907,12.6123169976539,-6.46891495602079,-4.34659806835066,2.90896694724814,-13.4874744713209,-12.6054905526004
2017-10-27,21.596722385857,12.914726117743,-6.02888094590767,-4.54927109217132,3.1905988568982,-13.5098524092912,-13.614042913128
2017-10-30,21.2423407514035,13.1363853250691,-6.21736964914572,-4.49552114048599,3.338643541274,-13.3025975189424,-13.7018813091725
2017-10-31,21.5004731584767,13.2624461360241,-6.07412873557986,-5.35859034942939,3.39167926935939,-13.2573803166191,-13.4644991622318
2017-11-01,22.7227158458005,13.9298222011342,-6.50796446353839,-9.60604800193897,8.28038815678536,-13.9146836051885,-14.9042301330541
2017-11-03,19.8395176356923,10.3939491792448,-4.9434969710672,-7.75019319407374,9.07638242007233,-13.9172187806296,-12.6989402892389
2017-11-06,19.5059255964483,10.4954854289358,-4.60935618892909,-8.50170639266376,9.28463709579995,-13.6769690295835,-12.4980165100077
2017-11-07,18.2436934227237,9.94850735137588,-4.80453536471114,-7.48339062261271,9.17730401923522,-13.1298543454407,-11.9517244605702
2017-11-08,18.1574898656978,10.0773076079525,-5.29257305665586,-7.47649355106404,9.63366851874383,-12.8550013985656,-12.2443979861087
