"data","TCI"
2018-07-25,37.9899571189891
2018-07-26,37.7798835489199
2018-07-27,38.3262954509022
2018-07-30,38.561381666881
2018-07-31,38.164481851671
2018-08-01,38.0649641841656
2018-08-02,38.435058659493
2018-08-03,38.8251492944144
2018-08-06,38.819414936267
2018-08-07,38.7518115427645
2018-08-08,38.9294352969074
2018-08-09,38.4025454235278
2018-08-10,38.6864764217276
2018-08-13,38.6489973232092
2018-08-14,39.054312754078
2018-08-15,39.214687863489
2018-08-16,39.2400117261294
2018-08-17,39.2820687082074
2018-08-20,39.179232219681
2018-08-21,39.6183506231452
2018-08-22,39.9485681319149
2018-08-23,40.224463683056
2018-08-24,40.3259788715137
2018-08-27,40.1466984514596
2018-08-28,40.4431575904509
2018-08-29,40.8007630503877
2018-08-30,40.6114314429037
2018-08-31,40.8761079228421
2018-09-03,40.7895438776898
2018-09-04,40.6860147842041
2018-09-05,40.8280337358642
2018-09-06,40.8418183325985
2018-09-10,40.8166290224333
2018-09-11,40.6327155275026
2018-09-12,40.733886837163
2018-09-13,40.9113392850505
2018-09-14,41.0631216676735
2018-09-17,42.1707366377471
2018-09-18,42.3215480919553
2018-09-19,42.5057440070413
2018-09-20,42.0258409343284
2018-09-21,42.0737733929903
2018-09-24,41.8154572797524
2018-09-25,41.9691329440864
2018-09-26,42.1207136774176
2018-09-27,42.2626227749893
2018-09-28,42.1663791686851
2018-10-01,42.1382854325514
2018-10-02,42.0938733962924
2018-10-03,44.6622671197256
2018-10-04,44.0789091821187
2018-10-05,42.8675564765955
2018-10-08,46.9896073573191
2018-10-09,45.9472887355181
2018-10-10,45.813174735282
2018-10-11,45.6349652073526
2018-10-15,45.1914873654147
2018-10-16,45.482291318996
2018-10-17,45.5408269380001
2018-10-18,45.5549475836454
2018-10-19,45.4747707865012
2018-10-22,45.4388968229729
2018-10-23,44.8712243688682
2018-10-24,44.7974855290437
2018-10-25,44.0953002509578
2018-10-26,43.9143360683705
2018-10-29,42.8470611685636
2018-10-30,42.3043722410932
2018-10-31,42.9765731109941
2018-11-01,43.0694660151823
2018-11-05,42.7026795305257
2018-11-06,42.6172181830126
2018-11-07,42.8976187357379
2018-11-08,42.7073203030128
2018-11-09,43.1827220064222
2018-11-12,43.12941622845
2018-11-13,42.873545218401
2018-11-14,42.7875760402804
2018-11-16,43.0353287215488
2018-11-19,43.0694345604054
2018-11-21,43.2073847177101
2018-11-22,42.8558577738777
2018-11-23,42.9962388800863
2018-11-26,43.4028362672508
2018-11-27,43.0483792714404
2018-11-28,43.0504459601829
2018-11-29,43.0200047128766
2018-11-30,42.8262173793448
2018-12-03,43.1645137638977
2018-12-04,43.5051407845794
2018-12-05,43.8506996070379
2018-12-06,44.3230191163134
2018-12-07,44.2041921201554
2018-12-10,43.8513910799895
2018-12-11,44.0608547768801
2018-12-12,44.1518991763524
2018-12-13,44.3994870149145
2018-12-14,44.3906158338964
2018-12-17,44.4513242262304
2018-12-18,44.7555031077096
2018-12-19,44.7291668127287
2018-12-20,44.49752062476
2018-12-21,44.4247993883996
2018-12-26,44.2475053194107
2018-12-27,44.1939132238595
2018-12-28,44.7265369116282
2019-01-02,45.071836072393
2019-01-03,45.073221842739
2019-01-04,45.1631829223694
2019-01-07,45.096630937876
2019-01-08,45.2807673310211
2019-01-09,45.4551997809171
2019-01-10,45.5092678969765
2019-01-11,45.8758873716704
2019-01-14,45.9288900156221
2019-01-15,45.9774509803365
2019-01-16,45.810804002557
2019-01-17,45.8317931718349
2019-01-18,45.9687199339142
2019-01-21,45.7696771472251
2019-01-22,45.6085264970029
2019-01-23,45.5642357334347
2019-01-24,46.7437689010862
2019-01-28,46.6134325063925
2019-01-29,46.7014779467083
2019-01-30,46.4134129447899
2019-01-31,46.1041207087782
2019-02-01,46.2725888394427
2019-02-04,46.0408167900609
2019-02-05,45.687469572697
2019-02-06,45.4082949288098
2019-02-07,45.5286360389832
2019-02-08,45.7800686642935
2019-02-11,45.8095919298565
2019-02-12,45.876201543083
2019-02-13,45.6960529249046
2019-02-14,45.5757465228846
2019-02-15,45.688809591349
2019-02-18,45.7687776673204
2019-02-19,45.9872092923563
2019-02-20,46.0993810520447
2019-02-21,46.1569357077769
2019-02-22,46.4572135717696
2019-02-25,46.4124516904992
2019-02-26,46.656039837153
2019-02-27,46.405203008411
2019-02-28,46.5722023553505
2019-03-01,46.1904345644135
2019-03-06,46.0108938221384
2019-03-07,46.4803374664429
2019-03-08,45.8143575021596
2019-03-11,45.4570821597873
2019-03-12,45.3155044252371
2019-03-13,45.324421394621
2019-03-14,45.5943542299116
2019-03-15,45.971984292435
2019-03-18,46.8936849033867
2019-03-19,47.9327998090092
2019-03-20,48.9806909815298
2019-03-21,48.5131150079741
2019-03-22,48.6521392475398
2019-03-25,48.4629423210379
2019-03-26,48.1246944625877
2019-03-27,45.4350745891285
2019-03-28,44.7600696299705
2019-03-29,44.7055070349746
2019-04-01,44.8333318976452
2019-04-02,44.7252922073177
2019-04-03,44.9912104596421
2019-04-04,45.0479484892545
2019-04-05,45.0058379734895
2019-04-08,44.5933624383538
2019-04-09,43.9438735005438
2019-04-10,44.1021560645082
2019-04-11,43.7017888641324
2019-04-12,43.6423389760904
2019-04-15,43.4792115620397
2019-04-16,43.24212552548
2019-04-17,43.5621547295391
2019-04-18,43.1353882556969
2019-04-22,42.7373811036137
2019-04-23,42.7780605616085
2019-04-24,42.4528278265217
2019-04-25,42.2878596756827
2019-04-26,42.1626925495274
2019-04-29,42.1783967381891
2019-04-30,42.228627410295
2019-05-02,42.6048713502869
2019-05-03,43.0908222600659
2019-05-06,42.8412809883189
2019-05-07,43.0663346462982
2019-05-08,43.0612003517099
2019-05-09,42.8225165010891
2019-05-10,42.0128962914697
2019-05-13,42.3129696554312
2019-05-14,42.2555674373373
2019-05-15,42.4781061694223
2019-05-16,42.5359623370601
2019-05-17,42.9198443258467
2019-05-20,42.5143794980466
2019-05-21,42.3404798587415
2019-05-22,42.5157544043164
2019-05-23,42.317941301106
2019-05-24,42.5284987321365
2019-05-27,42.2644561229338
2019-05-28,42.148122053376
2019-05-29,42.0559455155393
2019-05-30,42.0401492839357
2019-05-31,42.1123517229235
2019-06-03,42.2419271861274
2019-06-04,42.2182862530295
2019-06-05,42.0845154333907
2019-06-06,42.1997505237423
2019-06-07,42.6171750267853
2019-06-10,42.5486670398928
2019-06-11,42.5217091358229
2019-06-12,42.5064542012698
2019-06-13,42.4188545823944
2019-06-14,42.3655941858916
2019-06-17,42.1876214979887
2019-06-18,42.1098616298004
2019-06-19,42.2448196810389
2019-06-21,42.0034875183938
2019-06-24,41.821874250231
2019-06-25,41.8879792976227
2019-06-26,41.8665170942658
2019-06-27,41.9151993449374
2019-06-28,41.9314932322335
2019-07-01,42.044165076214
2019-07-02,42.1353059789181
2019-07-03,42.4004797142056
2019-07-04,42.36339947487
2019-07-05,42.4690120221005
2019-07-08,42.8927072393747
2019-07-10,42.8847971738514
2019-07-11,42.3696801142696
2019-07-12,42.3215574698094
2019-07-15,42.2697255849129
2019-07-16,42.5077035293331
2019-07-17,42.6925231847934
2019-07-18,42.3870255667259
2019-07-19,42.0923318569856
2019-07-22,42.0422689144204
2019-07-23,41.9912264044209
2019-07-24,41.4900397613869
2019-07-25,39.6202492165903
2019-07-26,39.726649575985
2019-07-29,40.1450002682053
2019-07-30,36.4238507906883
2019-07-31,36.970636115254
2019-08-01,37.7493935525257
2019-08-02,37.5305982363866
2019-08-05,37.3699322320811
2019-08-06,37.638603059685
2019-08-07,37.6766887094839
2019-08-08,37.8061396818258
2019-08-09,37.8195548392862
2019-08-12,38.0566897945639
2019-08-13,38.5377902077904
2019-08-14,38.6609749252674
2019-08-15,39.0515610586236
2019-08-16,39.0277819051245
2019-08-19,37.3282731973353
2019-08-20,36.9996968289596
2019-08-21,36.2374890971351
2019-08-22,36.2781356623071
2019-08-23,36.6777815866614
2019-08-26,36.5846205572218
2019-08-27,36.3200975667861
2019-08-28,36.1654474587805
2019-08-29,35.8103431677922
2019-08-30,35.9381387411055
2019-09-02,35.997665680526
2019-09-03,35.7938878143695
2019-09-04,35.7641828068124
2019-09-05,36.0434911566759
2019-09-06,36.0236542953039
2019-09-09,36.2379127086574
2019-09-10,36.5142375086209
2019-09-11,35.6565734036578
2019-09-12,35.7594616144239
2019-09-13,35.5128346840146
2019-09-16,35.4225889033092
2019-09-17,35.5370983486659
2019-09-18,35.1944160939146
2019-09-19,35.2188275293222
2019-09-20,35.2290353232209
2019-09-23,34.9605078178605
2019-09-24,35.2008146577011
2019-09-25,35.2824131749547
2019-09-26,35.0432856395397
2019-09-27,35.192836800139
2019-09-30,35.916912895609
2019-10-01,36.0269441340799
2019-10-02,36.1893146356674
2019-10-03,36.3889441759016
2019-10-04,36.2415297827206
2019-10-07,36.3306604823334
2019-10-08,36.3444431654329
2019-10-09,36.1137526787656
2019-10-10,36.0272597349867
2019-10-11,36.0238874341294
2019-10-14,35.6315565118823
2019-10-15,35.8870628643098
2019-10-16,35.5122798315919
2019-10-17,35.5671887101687
2019-10-18,34.9426250918127
2019-10-21,34.8381218028892
2019-10-22,34.8675839585215
2019-10-23,34.8034749872772
2019-10-24,34.9648496277295
2019-10-25,35.1367435875928
2019-10-28,35.4836077383487
2019-10-29,35.5091561401721
2019-10-30,35.9043437679971
2019-10-31,35.9727503216343
2019-11-01,35.8941687652923
2019-11-04,36.1292771997181
2019-11-05,35.8875156926818
2019-11-06,35.7943543730101
2019-11-07,36.301125068859
2019-11-08,36.0629057116856
2019-11-11,36.0311716177531
2019-11-12,35.9484678982693
2019-11-13,35.9512381569014
2019-11-14,36.6421402042001
2019-11-18,37.032619704257
2019-11-19,36.3567025881833
2019-11-21,36.7922835576892
2019-11-22,37.1519429685943
2019-11-25,36.9725713362989
2019-11-26,36.4249599847905
2019-11-27,36.0727719292483
2019-11-28,36.2391817522943
2019-11-29,36.6685405582945
2019-12-02,36.8478980877732
2019-12-03,36.9471716687273
2019-12-04,37.5174756911668
2019-12-05,37.7212458686089
2019-12-06,37.7617970392429
2019-12-09,37.8010458017943
2019-12-10,38.1998320594171
2019-12-11,38.1812337537842
2019-12-12,38.6622599858625
2019-12-13,38.3157401919759
2019-12-16,37.5336280183184
2019-12-17,37.293681931863
2019-12-18,37.7292652908798
2019-12-19,37.9829075959124
2019-12-20,38.0342453920616
2019-12-23,37.5475000411383
2019-12-26,38.0112548643714
2019-12-27,37.4038699841369
2019-12-30,36.1291670266121
2020-01-02,35.6976353087549
2020-01-03,35.0925796630401
2020-01-06,34.8637552878836
2020-01-07,34.8092087454535
2020-01-08,33.0702124704368
2020-01-09,30.8989626158552
2020-01-10,29.8055137690537
2020-01-13,29.608533968637
2020-01-14,29.8347922627735
2020-01-15,29.9709832092705
2020-01-16,29.5566308263869
2020-01-17,28.981904926768
2020-01-20,29.2787654468312
2020-01-21,29.1792196620796
2020-01-22,29.147654345309
2020-01-23,29.0582592390921
2020-01-24,28.6415416088181
2020-01-27,27.6992472139172
2020-01-28,27.9984767659541
2020-01-29,27.9700308245614
2020-01-30,27.8176312134108
2020-01-31,28.0154426594273
2020-02-03,28.2836808447258
2020-02-04,28.3946429781469
2020-02-05,29.0471347844778
2020-02-06,28.8271542462573
2020-02-07,28.722933728644
2020-02-10,28.8819231800917
2020-02-11,29.0692293796083
2020-02-12,28.9685105209838
2020-02-13,28.4336049777738
2020-02-14,28.6562292097833
2020-02-17,28.9019043184981
2020-02-18,29.0349434635696
2020-02-19,28.9736847663863
2020-02-20,28.8584502003053
2020-02-21,28.853683965141
2020-02-26,32.0779507056721
2020-02-27,34.1011388672894
2020-02-28,35.1122023467852
2020-03-02,34.5760619086816
2020-03-03,35.5604478181444
2020-03-04,36.8997989487594
2020-03-05,38.0254357265602
2020-03-06,40.403113755293
2020-03-09,47.459732116681
2020-03-10,50.3845826539376
2020-03-11,53.7780161921461
2020-03-12,61.8449172897127
2020-03-13,67.3542931250683
2020-03-16,66.5487071291633
2020-03-17,62.8957952456061
2020-03-18,64.4560279075767
2020-03-19,64.8984028420607
2020-03-20,64.2430195794015
2020-03-23,63.2150662706786
2020-03-24,64.7017835203658
2020-03-25,65.7689410358777
2020-03-26,65.1721886002337
2020-03-27,65.4974765026337
2020-03-30,65.1498492561396
2020-03-31,65.0326755443656
2020-04-01,65.3601819331297
2020-04-02,65.0528694622522
2020-04-03,65.6193159441512
2020-04-06,66.8557415911044
2020-04-07,67.5430481349097
2020-04-08,66.9835929390871
2020-04-09,66.8903398989435
2020-04-13,66.7944115510174
2020-04-14,66.9126806118458
2020-04-15,67.0733698680723
2020-04-16,67.0136120681385
2020-04-17,67.0884894108633
2020-04-20,67.1490587944641
2020-04-22,66.8986230218419
2020-04-23,67.2285335244408
2020-04-24,68.4250409194136
2020-04-27,68.2375324281593
2020-04-28,68.1524320548001
2020-04-29,67.9327089439989
2020-04-30,68.1068596079548
2020-05-04,68.0569794785165
2020-05-05,68.2151934235541
2020-05-06,68.1960434870969
2020-05-07,68.1164336143546
2020-05-08,68.5318422227193
2020-05-11,68.8457227287419
2020-05-12,68.6629514726115
2020-05-13,68.6435518271329
2020-05-14,69.1653681897238
2020-05-15,69.1580687037765
2020-05-18,69.0812805744571
2020-05-19,68.9370656868875
2020-05-20,69.0614714469094
2020-05-21,68.927770927915
2020-05-22,68.9923783696646
2020-05-25,69.6310929810982
2020-05-26,69.3065264037058
2020-05-27,69.229714925894
2020-05-28,69.2309569327251
2020-05-29,69.162437011868
2020-06-01,69.1772519124464
2020-06-02,69.0961984007943
2020-06-03,69.4556630798993
2020-06-04,69.4690239188146
2020-06-05,69.9157724987033
2020-06-08,69.5856393659566
2020-06-09,69.8838608676698
2020-06-10,70.1749985510592
2020-06-12,70.4957936817004
2020-06-15,70.4027622126581
2020-06-16,70.7200945975912
2020-06-17,70.6546097310926
2020-06-18,70.6372316837478
2020-06-19,70.6798777622632
2020-06-22,70.6671297746574
2020-06-23,70.6421248019508
2020-06-24,70.6025813541024
2020-06-25,70.7280283311952
2020-06-26,70.6899663105644
2020-06-29,70.5287427787915
2020-06-30,70.5718815914742
2020-07-01,70.49247195448
2020-07-02,70.5410749754382
2020-07-03,70.58827791306
2020-07-06,70.5877645866888
2020-07-07,70.5883294518802
2020-07-08,70.6996951425834
2020-07-09,70.5379609016858
2020-07-10,70.5571270075129
2020-07-13,70.6461320868377
2020-07-14,70.5605266772181
2020-07-15,70.5238190094268
2020-07-16,70.2258981252049
2020-07-17,70.324424320123
2020-07-20,70.2875731180432
2020-07-21,70.4910242210621
2020-07-22,70.5026278721766
2020-07-23,69.8998539271679
2020-07-24,69.7833201063219
2020-07-27,69.8846387695588
2020-07-28,69.8229587362924
2020-07-29,69.6365709772895
2020-07-30,69.6363286715038
2020-07-31,69.5155373923648
2020-08-03,69.7346110609857
