"data","TCI","W"
2024-02-14,30.2523798926212,"W = 250"
2024-02-15,30.1450920241397,"W = 250"
2024-02-16,30.0424929166297,"W = 250"
2024-02-19,29.7523861853442,"W = 250"
2024-02-20,29.7778691013819,"W = 250"
2024-02-21,29.7610832407992,"W = 250"
2024-02-22,30.2302853700699,"W = 250"
2024-02-23,30.2762774549495,"W = 250"
2024-02-26,30.3923187357288,"W = 250"
2024-02-27,29.3832189879677,"W = 250"
2024-02-28,29.3097799674511,"W = 250"
2024-02-29,29.3340792456735,"W = 250"
2024-03-01,29.3431241917797,"W = 250"
2024-03-04,29.5573367881635,"W = 250"
2024-03-05,29.493232654691,"W = 250"
2024-03-06,29.5299448599865,"W = 250"
2024-03-07,29.4398679466913,"W = 250"
2024-03-08,29.0996090065622,"W = 250"
2024-03-11,30.3626312779064,"W = 250"
2024-03-12,29.2558736714224,"W = 250"
2024-03-13,29.0689998967928,"W = 250"
2024-03-14,29.5394825748039,"W = 250"
2024-03-15,29.1100422823179,"W = 250"
2024-03-18,28.8209750791207,"W = 250"
2024-03-19,28.8357550254922,"W = 250"
2024-03-20,27.5526318072712,"W = 250"
2024-03-21,26.9055313484756,"W = 250"
2024-03-22,26.742502417604,"W = 250"
2024-03-25,26.9038297557754,"W = 250"
2024-03-26,26.6588730409744,"W = 250"
2024-03-27,25.8219934500896,"W = 250"
2024-03-28,26.0156423320781,"W = 250"
2024-04-01,26.0131425053063,"W = 250"
2024-04-02,26.1020296251837,"W = 250"
2024-04-03,26.0439907778059,"W = 250"
